667, cloudy
668, cloudy
669, cloudy
670, clear-day
671, cloudy
672, cloudy
673, clear-day
674, clear-day
675, cloudy
676, cloudy
677, clear-night
678, clear-night
679, clear-night
680, clear-night
681, clear-night
682, clear-night
683, clear-night
684, clear-day
685, clear-day
686, clear-day
687, clear-day
688, clear-day
689, partly-cloudy-day
690, cloudy
691, clear-day
692, clear-day
693, clear-day
694, clear-day
695, clear-day
696, partly-cloudy-night
697, partly-cloudy-night
698, clear-night
699, clear-night
700, partly-cloudy-day
701, partly-cloudy-day
702, clear-day
703, clear-day
704, clear-day
705, clear-day
706, clear-day
707, clear-day
708, clear-day
709, clear-day
710, clear-day
711, clear-day
712, clear-day
713, clear-day
714, clear-day
715, clear-day
716, clear-day
717, clear-day
718, clear-night
719, clear-night
720, rain
721, rain
722, cloudy
723, fog
724, fog
725, fog
726, cloudy
727, cloudy
728, rain
729, rain
730, fog
731, fog
732, cloudy
733, cloudy
734, clear-night
735, clear-night
736, clear-night
737, clear-day
738, clear-day
739, clear-day
740, clear-day
741, cloudy
742, cloudy
743, clear-day
744, clear-day
745, clear-day
746, clear-day
747, clear-day
748, clear-day
749, clear-day
750, clear-day
751, clear-day
752, clear-day
753, clear-night
754, partly-cloudy-night
755, clear-night
756, clear-night
757, partly-cloudy-day
758, partly-cloudy-day
759, partly-cloudy-day
760, partly-cloudy-day
761, partly-cloudy-day
762, partly-cloudy-day
763, clear-night
764, clear-night
765, clear-night
766, clear-night
767, clear-night
768, clear-night
769, clear-day
770, clear-day
771, clear-day
772, clear-day
773, partly-cloudy-day
774, partly-cloudy-day
775, clear-day
776, clear-day
777, clear-night
778, clear-night
779, clear-night
780, clear-night
781, clear-night
782, clear-night
783, clear-day
784, clear-day
785, clear-day
786, clear-day
787, clear-day
788, clear-day
789, clear-day
790, clear-day
791, clear-day
792, clear-day
793, clear-day
794, clear-day
795, clear-day
796, clear-night
797, clear-night
798, clear-night
799, clear-night
800, clear-night
801, clear-night
802, clear-day
803, clear-day
804, wind
805, wind
806, clear-day
807, clear-day
808, clear-day
809, clear-day
810, clear-night
811, clear-night
812, clear-night
813, clear-night
814, clear-night
815, clear-day
816, clear-day
817, clear-day
818, clear-day
819, clear-day
820, clear-day
821, clear-day
822, clear-day
823, clear-day
824, clear-day
825, clear-day
826, clear-day
827, clear-night
828, clear-night
829, clear-night
830, clear-night
831, clear-day
832, clear-day
833, clear-day
834, clear-day
835, clear-day
836, clear-day
837, clear-day
838, clear-day
839, clear-night
840, clear-night
841, clear-night
842, clear-night
843, clear-night
844, clear-night
845, clear-day
846, clear-day
847, clear-day
848, clear-day
849, clear-day
850, clear-day
851, clear-day
852, clear-day
853, clear-day
854, clear-night
855, partly-cloudy-night
856, partly-cloudy-night
857, partly-cloudy-day
858, partly-cloudy-day
859, partly-cloudy-day
860, partly-cloudy-day
861, clear-day
862, clear-day
863, clear-day
864, clear-day
865, cloudy
866, clear-night
867, clear-night
868, clear-night
869, cloudy
870, cloudy
871, cloudy
872, cloudy
873, clear-day
874, clear-day
875, clear-day
876, clear-day
877, cloudy
878, cloudy
879, clear-day
880, clear-day
881, partly-cloudy-night
882, partly-cloudy-night
883, partly-cloudy-night
884, partly-cloudy-night
885, partly-cloudy-day
886, partly-cloudy-day
887, clear-day
888, clear-day
889, clear-day
890, clear-day
891, clear-day
892, clear-day
893, clear-day
894, clear-day
895, clear-day
896, clear-day
897, clear-day
898, clear-night
899, clear-night
900, clear-night
901, clear-night
902, clear-night
903, clear-night
904, clear-night
905, clear-day
906, clear-day
907, clear-day
908, clear-day
909, clear-day
910, clear-day
911, clear-night
912, clear-night
913, clear-night
914, clear-night
915, clear-night
916, clear-day
917, clear-day
918, clear-day
919, clear-day
920, clear-day
921, clear-day
922, clear-day
923, clear-day
924, clear-day
925, clear-day
926, clear-day
927, clear-day
928, clear-day
929, clear-day
930, partly-cloudy-night
931, clear-night
932, clear-night
933, clear-night
934, partly-cloudy-night
935, partly-cloudy-night
936, clear-night
937, partly-cloudy-day
938, rain
939, wind
940, partly-cloudy-day
941, partly-cloudy-day
942, wind
943, wind
944, wind
945, wind
946, wind
947, wind
948, wind
949, wind
950, wind
951, wind
952, wind
953, wind
954, wind
955, wind
956, wind
957, wind
958, cloudy
959, cloudy
960, clear-night
961, clear-night
962, clear-night
963, cloudy
964, wind
965, clear-day
966, clear-day
967, clear-day
968, clear-day
969, cloudy
970, cloudy
971, cloudy
972, clear-day
973, clear-day
974, clear-day
975, clear-day
976, clear-night
977, partly-cloudy-night
978, partly-cloudy-night
979, cloudy
980, cloudy
981, clear-day
982, clear-day
983, clear-day
984, clear-day
985, cloudy
986, cloudy
987, clear-day
988, clear-day
989, clear-night
990, clear-night
991, clear-night
992, clear-night
993, clear-day
994, clear-day
995, clear-day
996, clear-day
997, clear-day
998, clear-day
999, clear-night
1000, clear-night
1001, clear-night
1002, clear-night
1003, cloudy
1004, cloudy
1005, cloudy
1006, wind
1007, wind
1008, partly-cloudy-day
1009, wind
